25354,Teodor,WASILEWSKI,M,1944-09-02
25355,Maria,CZARNECKA,F,1978-02-27
25356,Sylwia,WOŹNIAK,F,1943-03-17
25357,Julian,MICHALSKI,M,1990-07-06
25358,Wacława,WIECZOREK,F,2002-09-20
25359,Karolina,ZIELIŃSKA,F,1972-01-19
25360,Krzysztof,MICHALSKI,M,1987-01-04
25361,Lucjan,MALINOWSKI,M,1964-12-27
25362,Emil,NOWAK,M,1947-11-18
25363,Sylwia,BARANOWSKA,F,1957-05-10
25364,Jan,WYSOCKI,M,1961-02-06
25365,Bogusława,WRÓBLEWSKA,F,1947-07-22
25366,Tomasz,PIETRZAK,M,1969-05-01
25367,Hanna,PIOTROWSKA,F,1947-08-17
25368,Róża,KRAJEWSKA,F,1982-01-24
25369,Honorata,KOZŁOWSKA,F,1981-09-05
25370,Damian,CZERWIŃSKI,M,1950-01-28
25371,Michał,MAJEWSKI,M,1994-10-02
25372,Dorota,LEWANDOWSKA,F,1990-07-06
25373,Stanisława,WYSOCKA,F,1968-01-14
25374,Danuta,SZCZEPAŃSKA,F,1980-07-04
25375,Bogumiła,WILK,F,1971-10-13
25376,Antonina,DUDEK,F,1966-01-08
25377,Iwona,PIETRZAK,F,1950-04-22
25378,Jadwiga,BARAN,F,1947-01-07
25379,Bogusława,RUTKOWSKA,F,1971-08-02
25380,Bronisław,NOWAKOWSKI,M,1944-07-24
25381,Norbert,BOROWSKI,M,1976-04-17
25382,Alojzy,GAJEWSKI,M,1968-05-05
25383,Bernadeta,TOMASZEWSKA,F,1994-11-18
25384,Gabriela,RUTKOWSKA,F,1965-06-01
25385,Jarosław,SZYMCZAK,M,1960-04-13
25386,Urszula,MAZUREK,F,1979-07-12
25387,Bogdan,JANKOWSKI,M,1967-08-11
25388,Walentyna,PIETRZAK,F,1955-10-09
25389,Stanisław,KWIATKOWSKI,M,1983-10-25
25390,Bogdan,KACZMARCZYK,M,1975-03-27
25391,Leonard,NOWICKI,M,1956-05-19
25392,Krzysztof,KOZŁOWSKI,M,1996-08-23
25393,Julian,PAWLAK,M,1993-02-05
25394,Bogdan,PIOTROWSKI,M,1960-10-13
25395,Władysław,MALINOWSKI,M,2002-09-20
25396,Bogusław,URBAŃSKI,M,1974-08-13
25397,Wiesław,KOWALSKI,M,1979-08-16
25398,Anna,SOBCZAK,F,1953-05-13
25399,Renata,KOWALSKA,F,1953-01-20
25400,Justyna,GÓRSKA,F,1958-06-05
25401,Sylwia,DĄBROWSKA,F,1979-04-18
25402,Daniela,MARCINIAK,F,1959-04-26
25403,Teodor,GÓRSKI,M,1972-02-21
25404,Bolesław,SZULC,M,1945-09-05
25405,Damian,KRUPA,M,1947-04-22
25406,Weronika,SAWICKA,F,1993-01-22
25407,Alojzy,BARAN,M,1971-09-20
25408,Apolonia,GRABOWSKA,F,1946-06-03
25409,Marian,BARANOWSKI,M,1972-07-09
25410,Magdalena,PAWLAK,F,1985-03-08
25411,Iwona,SZYMCZAK,F,1946-11-19
25412,Edyta,WASILEWSKA,F,1978-10-24
25413,Alicja,GÓRECKA,F,2000-03-01
25414,Emilia,MARCINIAK,F,1964-06-04
25415,Sebastian,MAZUREK,M,1997-12-05
25416,Sławomir,NOWICKI,M,1973-03-31
25417,Agata,KALINOWSKA,F,1961-07-24
25418,Edmund,PAWLAK,M,1961-09-21
25419,Walenty,KONIECZNY,M,1956-01-05
25420,Łucja,WRÓBLEWSKA,F,1997-09-14
25421,Celina,WIŚNIEWSKA,F,1950-07-22
25422,Artur,MAKOWSKI,M,1958-09-05
25423,Sabina,SZEWCZYK,F,1994-02-04
25424,Marzena,WILK,F,1992-05-12
25425,Sebastian,ZIÓŁKOWSKI,M,1994-08-26
25426,Justyna,SOBCZAK,F,1985-07-03
25427,Eleonora,BŁASZCZYK,F,1965-01-22
25428,Iwona,BŁASZCZYK,F,1967-01-08
25429,Zuzanna,STĘPIEŃ,F,1949-03-16
25430,Róża,MAKOWSKA,F,1968-04-28
25431,Gertruda,KWIATKOWSKA,F,1976-05-25
25432,Felicja,PIOTROWSKA,F,1957-07-01
25433,Brygida,MICHALAK,F,1955-01-23
25434,Mikołaj,DUDEK,M,1986-09-25
25435,Felicja,OSTROWSKA,F,1965-01-16
25436,Wojciech,KAMIŃSKI,M,1991-05-29
25437,Eugenia,KAMIŃSKA,F,1947-01-06
25438,Stefan,KWIATKOWSKI,M,1948-09-16
25439,Zenon,ZIÓŁKOWSKI,M,1968-04-26
25440,Ireneusz,KRAJEWSKI,M,1976-11-05
25441,Zygmunt,ZIELIŃSKI,M,1951-10-25
25442,Apolonia,MARCINIAK,F,1965-01-22
25443,Lesław,OLSZEWSKI,M,1968-11-06
25444,Leon,ADAMCZYK,M,1998-03-26
25445,Waldemar,LASKOWSKI,M,1990-01-05
25446,Łukasz,NOWAKOWSKI,M,1979-09-14
25447,Regina,GRABOWSKA,F,1961-07-08
25448,Maciej,WRÓBEL,M,1998-11-09
25449,Przemysław,BARANOWSKI,M,1977-06-22
25450,Teresa,WIŚNIEWSKA,F,1977-01-15
25451,Urszula,PAWŁOWSKA,F,1943-06-23
25452,Kazimierz,KOŁODZIEJ,M,1988-06-16
25453,Hieronim,SZEWCZYK,M,1970-10-25
25454,Brygida,NOWAKOWSKA,F,1999-06-02
25455,Agnieszka,ANDRZEJEWSKA,F,1967-05-16
25456,Wincenty,KALINOWSKI,M,1972-12-19
25457,Monika,BORKOWSKA,F,1994-04-02
25458,Cecylia,JAWORSKA,F,1951-08-23
25459,Róża,SIKORSKA,F,1944-03-08
25460,Alfreda,MAZUREK,F,1956-02-15
25461,Radosław,WIECZOREK,M,1960-10-31
25462,Sylwester,WOŹNIAK,M,2002-01-29
25463,Norbert,SZULC,M,1945-03-08
25464,Ludwika,KAŹMIERCZAK,F,1983-01-13
25465,Ilona,MACIEJEWSKA,F,1957-11-21
25466,Hieronim,MICHALSKI,M,1984-09-29
25467,Celina,KRAWCZYK,F,1984-06-16
25468,Arkadiusz,GÓRSKI,M,1957-12-31
25469,Czesława,KOWALCZYK,F,1955-03-25
25470,Marek,JAWORSKI,M,1989-04-07
25471,Karolina,MAKOWSKA,F,1994-02-20
25472,Wincenty,CHMIELEWSKI,M,1999-06-10
25473,Stanisław,KUBIAK,M,1963-06-01
25474,Aleksandra,PRZYBYLSKA,F,1974-02-22
25475,Alina,SZCZEPAŃSKA,F,1954-10-10
25476,Waldemar,SZYMCZAK,M,1996-10-31
25477,Julia,MAJEWSKA,F,1985-05-20
25478,Edward,CZARNECKI,M,1992-03-11
25479,Zofia,KRUPA,F,1998-03-11
25480,Agnieszka,ADAMSKA,F,1974-01-23
25481,Małgorzata,KAŹMIERCZAK,F,1993-12-05
25482,Bernadeta,WÓJCIK,F,1971-11-27
25483,Bernadeta,NOWAKOWSKA,F,1988-11-27
25484,Jadwiga,DUDA,F,1994-03-22
25485,Romuald,KUCHARSKI,M,1993-07-23
25486,Ludwika,SADOWSKA,F,1965-05-19
25487,Mariola,URBAŃSKA,F,1964-08-19
25488,Damian,KOŁODZIEJ,M,1961-05-31
25489,Stanisława,MICHALSKA,F,1962-06-08
25490,Andrzej,SZYMAŃSKI,M,1997-05-13
25491,Edyta,ANDRZEJEWSKA,F,1976-10-05
25492,Stefania,MARCINIAK,F,1980-11-27
25493,Władysław,ZAJĄC,M,1947-07-08
25494,Witold,ZAWADZKI,M,1973-06-29
25495,Róża,LASKOWSKA,F,1963-03-22
25496,Aneta,KRAJEWSKA,F,1957-07-14
25497,Damian,TOMASZEWSKI,M,1973-08-05
25498,Jadwiga,MARCINIAK,F,1989-06-13
25499,Damian,MICHALSKI,M,1983-01-29
25500,Andrzej,WITKOWSKI,M,1981-10-19
25501,Bolesław,JASIŃSKI,M,1994-09-08
25502,Krystian,CZERWIŃSKI,M,2000-04-24
25503,Edmund,KALINOWSKI,M,1961-09-12
25504,Agnieszka,OLSZEWSKA,F,1983-06-22
25505,Mikołaj,KUBIAK,M,1988-11-09
25506,Sebastian,CIEŚLAK,M,1974-10-08
25507,Pelagia,SZYMCZAK,F,1963-02-10
25508,Helena,WRÓBEL,F,1953-02-05
25509,Antoni,KOŁODZIEJ,M,1957-11-05
25510,Wacława,TOMASZEWSKA,F,2002-03-05
25511,Jacek,KONIECZNY,M,1997-07-15
25512,Krzysztof,KRAWCZYK,M,1994-05-17
25513,Gerard,WOJCIECHOWSKI,M,1983-05-07
25514,Kazimierz,MICHALAK,M,1971-11-19
25515,Brygida,GÓRECKA,F,1984-09-25
25516,Agata,MAJEWSKA,F,1943-04-28
25517,Marcin,JAWORSKI,M,1954-07-11
25518,Emil,SZCZEPAŃSKI,M,1954-06-04
25519,Antoni,PAWŁOWSKI,M,1994-07-29
25520,Mikołaj,GŁOWACKI,M,1952-06-11
25521,Jakub,KAMIŃSKI,M,1993-01-25
25522,Waldemar,WYSOCKI,M,1995-08-05
25523,Wioletta,CHMIELEWSKA,F,1974-02-11
25524,Jakub,SAWICKI,M,1973-01-10
25525,Lucyna,LASKOWSKA,F,1960-07-13
25526,Norbert,KUCHARSKI,M,1967-08-22
25527,Justyna,KAMIŃSKA,F,1953-04-10
25528,Aniela,ANDRZEJEWSKA,F,1993-05-16
25529,Michalina,WOŹNIAK,F,1987-05-22
25530,Brygida,SADOWSKA,F,1969-09-02
25531,Małgorzata,GÓRECKA,F,1982-01-04
25532,Zbigniew,KAMIŃSKI,M,1983-04-01
25533,Sabina,KRÓL,F,1963-10-16
25534,Sebastian,MAJEWSKI,M,2000-08-08
25535,Edyta,GÓRSKA,F,1970-08-10
25536,Adela,KOZŁOWSKA,F,2000-12-17
25537,Mirosław,WOŹNIAK,M,1991-03-24
25538,Edmund,STĘPIEŃ,M,1987-09-07
25539,Jan,CZERWIŃSKI,M,1987-03-27
25540,Elżbieta,MALINOWSKA,F,1982-02-26
25541,Wacław,MICHALAK,M,1996-10-31
25542,Jacek,JANKOWSKI,M,1980-07-07
25543,Zenon,JANKOWSKI,M,1981-02-27
25544,Wioletta,MALINOWSKA,F,1995-03-26
25545,Dariusz,SOBCZAK,M,1987-06-20
25546,Honorata,MARCINIAK,F,1975-08-28
25547,Helena,MICHALSKA,F,1951-03-16
25548,Roman,ADAMCZYK,M,1949-10-04
25549,Michał,ZAKRZEWSKI,M,1958-09-06
25550,Rudolf,SIKORA,M,2000-06-04
25551,Jadwiga,KRÓL,F,1964-08-08
25552,Monika,JASIŃSKA,F,1994-09-20
25553,Michalina,KACZMAREK,F,1951-07-23
25554,Rozalia,KALINOWSKA,F,1968-02-01
25555,Cezary,MAKOWSKI,M,1949-05-06
25556,Zygmunt,ANDRZEJEWSKI,M,1944-05-22
25557,Przemysław,SZEWCZYK,M,1976-10-15
25558,Helena,SAWICKA,F,1996-05-04
25559,Wincenty,KAMIŃSKI,M,1953-06-22
25560,Edyta,ZAWADZKA,F,1957-11-14
25561,Teodor,JANKOWSKI,M,1967-02-23
25562,Mirosław,KRAWCZYK,M,1952-05-24
25563,Arkadiusz,KONIECZNY,M,2001-06-24
25564,Ludwika,ADAMSKA,F,1950-05-21
25565,Mirosława,SOKOŁOWSKA,F,1969-03-20
25566,Bożena,NOWAK,F,1950-09-11
25567,Paweł,MARCINIAK,M,1989-04-08
25568,Aldona,SADOWSKA,F,1979-02-24
25569,Leokadia,NOWAKOWSKA,F,1963-03-30
25570,Maciej,SIKORSKI,M,1984-07-15
25571,Witold,WITKOWSKI,M,2001-11-21
25572,Małgorzata,JASIŃSKA,F,1996-08-10
25573,Roman,KRÓL,M,1983-11-03
25574,Daniel,SADOWSKI,M,1958-08-09
25575,Aleksandra,SZCZEPAŃSKA,F,1974-12-20
25576,Jadwiga,MARCINIAK,F,1978-03-04
25577,Zbigniew,CIEŚLAK,M,1944-06-02
25578,Wacława,MICHALSKA,F,1947-04-17
25579,Marek,KONIECZNY,M,1978-12-21
25580,Wioletta,ADAMSKA,F,1998-08-26
25581,Aleksandra,OLSZEWSKA,F,1975-12-11
25582,Bronisława,ZAKRZEWSKA,F,1985-12-18
25583,Mieczysława,ZALEWSKA,F,1948-03-09
25584,Jarosław,KUCHARSKI,M,1982-09-08
25585,Marek,TOMASZEWSKI,M,1988-06-19
25586,Izabela,SIKORSKA,F,1977-12-28
25587,Felicja,BOROWSKA,F,1966-12-19
25588,Renata,MAJEWSKA,F,1959-04-23
25589,Ilona,URBAŃSKA,F,1954-04-22
25590,Wojciech,WITKOWSKI,M,1958-02-25
25591,Mariola,WOŹNIAK,F,1956-01-25
25592,Rafał,JAKUBOWSKI,M,1955-05-24
25593,Piotr,DUDEK,M,1998-05-30
25594,Zdzisław,SZYMCZAK,M,1979-08-05
25595,Zuzanna,KRUPA,F,1995-10-29
25596,Urszula,URBAŃSKA,F,1955-05-07
25597,Leon,OSTROWSKI,M,1971-10-01
25598,Romuald,KOWALCZYK,M,1964-08-11
25599,Genowefa,PIETRZAK,F,1951-01-09
25600,Feliks,BRZEZIŃSKI,M,1967-11-07
25601,Aldona,SZEWCZYK,F,1978-05-27
25602,Marcin,BARAN,M,1962-10-08
25603,Marta,MICHALAK,F,1987-07-09
25604,Konrad,NOWICKI,M,1997-03-09
25605,Krystyna,PAWŁOWSKA,F,1956-03-13
25606,Krystyna,MALINOWSKA,F,2001-01-12
25607,Adam,NOWAKOWSKI,M,1964-02-17
25608,Sławomir,JAKUBOWSKI,M,1952-08-25
25609,Zofia,URBAŃSKA,F,1951-10-05
25610,Marian,RUTKOWSKI,M,1964-03-11
25611,Gabriela,MAZUREK,F,1973-07-25
25612,Hieronim,MICHALAK,M,1965-06-09
25613,Benedykt,MAZUR,M,1956-09-20
25614,Sławomir,KOWALSKI,M,1969-10-18
25615,Witold,KOŁODZIEJ,M,1949-10-13
25616,Anna,ADAMSKA,F,1960-07-10
25617,Ewa,KOWALSKA,F,1967-12-03
25618,Lech,ZAJĄC,M,1975-01-04
25619,Hubert,KOZŁOWSKI,M,1976-12-30
25620,Wiesława,WÓJCIK,F,1982-12-13
25621,Julia,JASIŃSKA,F,1950-10-30
25622,Adela,SZULC,F,1960-03-18
25623,Adolf,OLSZEWSKI,M,1958-09-26
25624,Sebastian,NOWAKOWSKI,M,1973-01-10
25625,Marian,MAJEWSKI,M,1974-06-28
25626,Wiktor,DUDEK,M,1998-03-02
25627,Walentyna,MAZUR,F,1959-07-14
25628,Adam,PIOTROWSKI,M,1951-07-31
25629,Robert,ZALEWSKI,M,1983-05-18
25630,Szczepan,JAKUBOWSKI,M,2002-03-22
25631,Wincenty,BRZEZIŃSKI,M,1978-11-26
25632,Edyta,KRUPA,F,1965-03-23
25633,Grażyna,ZAKRZEWSKA,F,2002-12-16
25634,Jan,PIETRZAK,M,1994-03-04
25635,Cecylia,SADOWSKA,F,1966-05-22
25636,Andrzej,SZEWCZYK,M,1953-11-19
25637,Anna,KACZMARCZYK,F,1990-12-25
25638,Sabina,MICHALSKA,F,1982-03-02
25639,Mirosław,OLSZEWSKI,M,1960-03-28
25640,Wiktoria,ZIELIŃSKA,F,1985-11-05
25641,Jacek,KACZMAREK,M,1951-06-10
25642,Pelagia,LASKOWSKA,F,1983-04-08
25643,Jerzy,SIKORSKI,M,2001-07-15
25644,Wioletta,WASILEWSKA,F,1997-06-19
25645,Mirosław,LASKOWSKI,M,1983-12-05
25646,Bogusława,URBAŃSKA,F,1967-06-07
25647,Grażyna,GÓRSKA,F,1976-11-10
25648,Adam,KRAJEWSKI,M,1967-09-02
25649,Leszek,JASIŃSKI,M,1958-09-08
25650,Wiesława,SZYMAŃSKA,F,1959-02-01
25651,Lucjan,WITKOWSKI,M,1999-07-15
25652,Robert,CIEŚLAK,M,1970-09-15
25653,Teresa,LASKOWSKA,F,1981-02-22
25654,Stefan,KUBIAK,M,1986-11-17
25655,Hieronim,DĄBROWSKI,M,1996-08-20
25656,Szczepan,GŁOWACKI,M,1947-01-06
25657,Emilia,MACIEJEWSKA,F,1953-03-29
25658,Lidia,TOMASZEWSKA,F,1946-06-11
25659,Damian,DĄBROWSKI,M,1961-10-23
25660,Alfreda,BŁASZCZYK,F,1969-01-12
25661,Gertruda,PIETRZAK,F,1951-04-21
25662,Zenon,PIETRZAK,M,1986-08-10
25663,Łukasz,WILK,M,1962-05-22
25664,Janusz,PRZYBYLSKI,M,1981-10-06
25665,Felicja,CHMIELEWSKA,F,1979-10-10
25666,Henryk,SOKOŁOWSKI,M,1975-05-29
25667,Mariusz,ZAKRZEWSKI,M,1946-09-01
25668,Henryka,ADAMCZYK,F,1945-05-17
25669,Regina,LIS,F,1990-02-17
25670,Halina,JABŁOŃSKA,F,1987-04-06
25671,Elżbieta,MAJEWSKA,F,1971-10-19
25672,Tadeusz,BORKOWSKI,M,1974-03-31
25673,Rudolf,MICHALAK,M,1981-09-09
25674,Bernadeta,KUCHARSKA,F,1996-06-01
25675,Aldona,KRUPA,F,1960-02-20
25676,Walenty,MRÓZ,M,1967-01-07
25677,Teresa,KACZMAREK,F,1975-09-05
25678,Feliks,STĘPIEŃ,M,1945-10-27
25679,Violetta,LEWANDOWSKA,F,1973-06-25
25680,Aleksander,KRAJEWSKI,M,1956-11-26
25681,Grażyna,KAMIŃSKA,F,1952-07-19
25682,Franciszka,DUDA,F,1981-08-02
25683,Marianna,NOWAKOWSKA,F,1955-11-14
25684,Bernard,KOŁODZIEJ,M,1953-01-10
25685,Wacława,PAWŁOWSKA,F,1962-05-15
25686,Benedykt,WRÓBLEWSKI,M,1983-08-28
25687,Leonard,PIOTROWSKI,M,1994-03-18
25688,Zdzisław,PIOTROWSKI,M,1962-04-29
25689,Violetta,BRZEZIŃSKA,F,1958-08-14
25690,Antonina,CZARNECKA,F,1981-07-18
25691,Ryszard,DUDEK,M,1987-07-21
25692,Leon,JANKOWSKI,M,1982-03-17
25693,Stanisław,KWIATKOWSKI,M,1984-11-30
25694,Honorata,KOZŁOWSKA,F,1986-03-15
25695,Joanna,PRZYBYLSKA,F,1989-03-17
25696,Lucjan,PIOTROWSKI,M,1960-02-07
25697,Beata,BŁASZCZYK,F,1967-01-15
25698,Joanna,OLSZEWSKA,F,1960-06-19
25699,Jacek,GAJEWSKI,M,1981-11-29
25700,Łucja,TOMASZEWSKA,F,1982-07-09
25701,Arkadiusz,LEWANDOWSKI,M,1952-10-23
25702,Violetta,NOWAKOWSKA,F,1961-02-16
25703,Lucyna,OSTROWSKA,F,1990-11-28
25704,Honorata,SZEWCZYK,F,1943-02-23
25705,Rozalia,ZAWADZKA,F,1947-07-08
25706,Walenty,PIETRZAK,M,1964-02-21
25707,Karol,PAWLAK,M,1994-09-11
25708,Bogusław,BARAN,M,1961-12-20
25709,Jadwiga,GAJEWSKA,F,1975-07-01
25710,Ludwik,CZARNECKI,M,1962-02-15
25711,Feliks,KONIECZNY,M,1999-09-17
25712,Mirosław,GRABOWSKI,M,1975-04-14
25713,Julia,MACIEJEWSKA,F,1949-04-15
25714,Justyna,KOZŁOWSKA,F,1991-11-25
25715,Sylwester,SIKORSKI,M,1979-08-09
25716,Henryka,MARCINIAK,F,1963-12-26
25717,Anna,JANKOWSKA,F,1950-07-17
25718,Wioletta,CZARNECKA,F,1949-01-10
25719,Walenty,KONIECZNY,M,1963-07-04
25720,Zbigniew,BŁASZCZYK,M,1976-06-14
25721,Janina,SZYMCZAK,F,1968-04-15
25722,Wacław,PIOTROWSKI,M,1961-06-09
25723,Krzysztof,GAJEWSKI,M,1986-05-20
25724,Ludwika,ADAMSKA,F,1976-01-05
25725,Wacława,KOZŁOWSKA,F,1963-12-02
25726,Mirosław,MICHALAK,M,1973-01-19
25727,Jan,BORKOWSKI,M,1991-05-10
25728,Alfred,KACZMARCZYK,M,1962-08-30
25729,Bogusław,ANDRZEJEWSKI,M,1993-01-30
25730,Antonina,GÓRECKA,F,1946-05-31
25731,Teresa,SOBCZAK,F,1953-10-25
25732,Szczepan,KACZMAREK,M,1979-04-27
25733,Brygida,WIECZOREK,F,1994-10-12
25734,Marcin,DĄBROWSKI,M,1994-11-04
25735,Eugenia,ADAMCZYK,F,1969-08-10
25736,Aleksandra,SIKORA,F,1982-06-19
25737,Jan,KAMIŃSKI,M,1985-01-20
25738,Krystian,LEWANDOWSKI,M,1991-12-07
25739,Mikołaj,BORKOWSKI,M,1988-09-03
25740,Wanda,ZIÓŁKOWSKA,F,1978-12-16
25741,Julian,KACZMARCZYK,M,1953-01-26
25742,Aldona,WOJCIECHOWSKA,F,1983-04-06
25743,Jarosław,WOJCIECHOWSKI,M,1978-07-12
25744,Monika,PAWŁOWSKA,F,1955-07-20
25745,Wanda,GAJEWSKA,F,1987-05-12
25746,Irena,ZIÓŁKOWSKA,F,1981-12-23
25747,Hieronim,WALCZAK,M,1944-07-04
25748,Stefan,KRAWCZYK,M,1949-08-05
25749,Honorata,SOBCZAK,F,1953-06-17
25750,Emilia,WRÓBLEWSKA,F,1988-02-18
25751,Arkadiusz,MAZUREK,M,1945-07-29
25752,Cecylia,GRABOWSKA,F,1993-01-23
25753,Paweł,SZYMAŃSKI,M,1988-06-19
25754,Norbert,SADOWSKI,M,1997-08-16
25755,Hanna,KRAJEWSKA,F,1945-08-12
25756,Edyta,STĘPIEŃ,F,1968-07-07
25757,Marian,WILK,M,1962-07-10
25758,Wioletta,KACZMAREK,F,1968-09-08
25759,Barbara,BARANOWSKA,F,1949-05-29
25760,Grażyna,CHMIELEWSKA,F,1971-12-18
25761,Waldemar,PAWŁOWSKI,M,1971-04-25
25762,Zdzisława,KRAJEWSKA,F,1998-01-06
25763,Mirosława,GÓRECKA,F,1960-04-29
25764,Pelagia,LASKOWSKA,F,1949-01-31
25765,Włodzimierz,ZALEWSKI,M,1948-06-17
25766,Feliks,JABŁOŃSKI,M,1992-12-02
25767,Stanisław,WILK,M,1972-04-14
25768,Andrzej,DUDEK,M,1994-09-09
25769,Czesław,MICHALSKI,M,1986-04-25
25770,Adela,WIŚNIEWSKA,F,1976-07-31
25771,Joachim,PIETRZAK,M,1977-06-29
25772,Alfred,WÓJCIK,M,1958-08-31
25773,Lidia,OSTROWSKA,F,1991-11-05
25774,Cezary,KRUPA,M,1945-02-03
25775,Paweł,MACIEJEWSKI,M,1967-08-12
25776,Mikołaj,ANDRZEJEWSKI,M,1946-11-13
25777,Wiesław,BRZEZIŃSKI,M,1944-09-05
25778,Szczepan,JAWORSKI,M,1994-07-18
25779,Grażyna,CZERWIŃSKA,F,1950-08-29
25780,Włodzimierz,PAWLAK,M,1988-08-10
25781,Karolina,CHMIELEWSKA,F,1987-07-10
25782,Damian,JAKUBOWSKI,M,1969-10-24
25783,Bronisława,SZYMCZAK,F,1946-10-01
25784,Edmund,PRZYBYLSKI,M,1946-08-05
25785,Marek,MAKOWSKI,M,1973-08-17
25786,Rafał,PIOTROWSKI,M,1957-06-25
25787,Henryka,MACIEJEWSKA,F,1964-03-23
25788,Zofia,DUDA,F,1973-11-13
25789,Iwona,MAKOWSKA,F,1981-05-16
25790,Stefan,MAZUR,M,1955-06-21
25791,Leonard,PAWLAK,M,1984-12-30
25792,Arkadiusz,KRAJEWSKI,M,1979-02-08
25793,Mirosław,TOMASZEWSKI,M,1943-10-20
25794,Henryk,DĄBROWSKI,M,1980-07-17
25795,Feliks,SZULC,M,1962-07-21
25796,Jerzy,CZERWIŃSKI,M,1962-01-27
25797,Wiktor,SOKOŁOWSKI,M,1990-08-26
25798,Łucja,KRÓL,F,2000-04-28
25799,Bogumiła,MICHALAK,F,1978-05-16
25800,Włodzimierz,BRZEZIŃSKI,M,1965-10-29
25801,Daniela,SZYMCZAK,F,1951-02-03
25802,Stefan,WIECZOREK,M,1951-10-07
25803,Konrad,JASIŃSKI,M,1991-11-01
25804,Feliks,WÓJCIK,M,1946-07-29
25805,Leokadia,MICHALSKA,F,1995-07-16
25806,Honorata,PAWLAK,F,1946-11-13
25807,Walentyna,MICHALAK,F,1953-12-01
25808,Adela,LEWANDOWSKA,F,1995-11-16
25809,Teodor,BOROWSKI,M,1958-05-07
25810,Marian,OLSZEWSKI,M,1987-03-23
25811,Wioletta,KAŹMIERCZAK,F,1951-05-20
25812,Janina,KALINOWSKA,F,1974-10-23
25813,Sylwia,ZIELIŃSKA,F,1994-04-11
25814,Zuzanna,LEWANDOWSKA,F,1974-09-13
25815,Irena,BOROWSKA,F,1980-01-14
25816,Walentyna,KACZMAREK,F,1986-10-04
25817,Artur,NOWAK,M,1961-12-10
25818,Gerard,MAKOWSKI,M,1989-05-19
25819,Maria,MARCINIAK,F,1973-12-08
25820,Olga,SIKORA,F,1945-07-07
25821,Lucjan,WASILEWSKI,M,1943-04-08
25822,Benedykt,SIKORA,M,1963-01-29
25823,Alfons,GAJEWSKI,M,1980-10-17
25824,Dorota,JABŁOŃSKA,F,1958-05-22
25825,Marianna,BŁASZCZYK,F,2000-06-19
25826,Marian,MICHALSKI,M,1955-01-26
25827,Alina,KUCHARSKA,F,2002-09-09
25828,Alfons,JANKOWSKI,M,1977-05-10
25829,Ludwika,SOKOŁOWSKA,F,1943-02-01
25830,Daniela,KRUPA,F,1980-08-27
25831,Daniela,SIKORSKA,F,1951-10-11
25832,Eugeniusz,ADAMSKI,M,1947-07-03
25833,Bożena,ZIELIŃSKA,F,1974-07-17
25834,Mirosław,ZAJĄC,M,1962-04-09
25835,Renata,SIKORSKA,F,1990-10-20
25836,Bogumił,RUTKOWSKI,M,2002-12-13
25837,Pelagia,SOBCZAK,F,1969-08-23
25838,Roman,MALINOWSKI,M,1952-12-08
25839,Władysław,SZYMCZAK,M,1969-05-07
25840,Mieczysław,RUTKOWSKI,M,1960-11-16
25841,Maria,WIECZOREK,F,1975-12-22
25842,Wiktor,PRZYBYLSKI,M,1968-09-24
25843,Stanisław,WASILEWSKI,M,1959-06-11
25844,Henryka,WOJCIECHOWSKA,F,1984-12-22
25845,Halina,PRZYBYLSKA,F,1990-01-23
25846,Zenon,SZULC,M,1995-11-24
25847,Marianna,GÓRECKA,F,1980-08-10
25848,Karolina,SZULC,F,1977-09-30
25849,Władysława,MICHALAK,F,1990-10-20
25850,Hubert,KOŁODZIEJ,M,1948-04-04
25851,Paweł,SZYMAŃSKI,M,1986-03-10
25852,Adam,SOBCZAK,M,1944-05-30
25853,Alfred,ANDRZEJEWSKI,M,1974-01-26
25854,Mariola,SAWICKA,F,1946-08-24
25855,Gertruda,SZYMCZAK,F,1996-04-26
25856,Sylwia,SADOWSKA,F,1971-05-14
25857,Eugeniusz,SOBCZAK,M,1983-07-04
25858,Michalina,PAWLAK,F,1998-11-14
25859,Irena,WASILEWSKA,F,1999-06-19
25860,Andrzej,WALCZAK,M,1988-07-03
25861,Aniela,WITKOWSKA,F,1951-05-08
25862,Adolf,MRÓZ,M,1978-01-06
25863,Jadwiga,MAJEWSKA,F,1983-10-24
25864,Adela,JASIŃSKA,F,1949-04-02
25865,Lucyna,PAWŁOWSKA,F,2002-10-29
25866,Bogumił,WILK,M,1966-10-20
25867,Alina,PIOTROWSKA,F,1997-06-17
25868,Róża,MICHALSKA,F,2001-12-22
25869,Kazimierz,NOWAKOWSKI,M,1994-11-07
25870,Edward,ANDRZEJEWSKI,M,1978-09-04
25871,Jakub,ADAMCZYK,M,1967-08-13
25872,Joanna,JANKOWSKA,F,1963-03-04
25873,Aleksander,KRUPA,M,1997-12-09
25874,Bogumił,KONIECZNY,M,1985-01-29
25875,Mirosława,DUDA,F,1968-04-22
25876,Lucyna,PIOTROWSKA,F,1981-03-08
25877,Bernadeta,GÓRECKA,F,1952-07-02
25878,Stanisław,WYSOCKI,M,1978-12-15
25879,Jadwiga,KWIATKOWSKA,F,1944-11-18
25880,Stanisława,SZCZEPAŃSKA,F,1958-02-01
25881,Julian,GÓRSKI,M,1956-08-02
25882,Izabela,ZIÓŁKOWSKA,F,1978-03-06
